Date/Time(PST),BATT(V),CHLOR-A(ug/L),COND(mS/cm),DO(mg/L),DO%(% Sat),pH(units),Temp(C)
2020-02-23 20:00:00,,4.77,0.09,12.49,96.98,8.57,4.39
2020-02-23 19:00:00,,4.77,0.09,12.49,97.26,8.56,4.49
2020-02-23 18:00:00,,4.84,0.09,12.5,97.43,8.56,4.52
2020-02-23 17:00:00,,4.93,0.09,12.47,97.36,8.57,4.59
2020-02-23 16:00:00,12.94,4.83,0.09,12.46,97.39,8.59,4.63
2020-02-23 15:00:00,,4.91,0.09,12.49,97.59,8.6,4.64
2020-02-23 14:00:00,,4.76,0.09,12.6,98.61,8.61,4.68
2020-02-23 13:00:00,,4.79,0.09,12.53,98.22,8.6,4.74
2020-02-23 12:00:00,,4.77,0.091,12.47,97.76,8.56,4.77
2020-02-23 11:00:00,,4.76,0.091,12.41,97.41,8.57,4.82
2020-02-23 10:00:00,,4.49,0.092,12.42,97.53,8.59,4.82
2020-02-23 09:00:00,,3.68,0.09,12.54,98.55,8.67,4.86
2020-02-23 08:00:00,,3.6,0.089,12.64,99.23,8.65,4.82
2020-02-23 07:00:00,,3.5,0.088,12.65,99.03,8.69,4.72
2020-02-23 06:00:00,,4.29,0.088,12.58,98.47,8.62,4.68
2020-02-23 05:00:00,,3.7,0.09,12.45,97.51,8.6,4.73
2020-02-23 04:00:00,13.41,1.74,0.091,12.38,96.82,8.64,4.66
2020-02-23 03:00:00,,3.6,0.092,12.28,95.94,8.59,4.62
2020-02-23 02:00:00,,3.83,0.091,12.38,96.52,8.58,4.55
2020-02-23 01:00:00,,3.7,0.09,12.44,96.9,8.57,4.52
2020-02-23 00:00:00,,4.22,0.089,12.54,97.66,8.55,4.51
2020-02-22 23:00:00,,3.95,0.09,12.19,95.24,8.48,4.62
2020-02-22 22:00:00,,4.01,0.089,12.4,96.72,8.5,4.58
2020-02-22 21:00:00,,3.97,0.091,12.25,95.75,8.48,4.64
2020-02-22 20:00:00,,4.06,0.091,12.15,95.13,8.48,4.72
2020-02-22 19:00:00,,3.94,0.091,12.24,95.88,8.47,4.72
2020-02-22 18:00:00,,3.96,0.091,12.25,96,8.5,4.73
2020-02-22 17:00:00,,3.97,0.09,12.16,95.31,8.47,4.74
2020-02-22 16:00:00,12.94,3.96,0.089,12.37,96.84,8.52,4.7
2020-02-22 15:00:00,,3.97,0.089,12.49,97.69,8.53,4.68
2020-02-22 14:00:00,,3.95,0.089,12.35,96.64,8.5,4.68
2020-02-22 13:00:00,,3.99,0.089,12.43,97.37,8.52,4.73
2020-02-22 12:00:00,,4.14,0.089,12.37,96.94,8.51,4.73
2020-02-22 11:00:00,,3.85,0.089,12.33,96.57,8.52,4.71
2020-02-22 10:00:00,,3.81,0.089,12.58,98.44,8.58,4.7
2020-02-22 09:00:00,,3.03,0.088,12.64,99.05,8.7,4.74
2020-02-22 08:00:00,,3.14,0.088,12.63,98.91,8.65,4.72
2020-02-22 07:00:00,,2.41,0.088,12.63,98.96,8.72,4.73
2020-02-22 06:00:00,,0.91,0.087,12.69,99.37,8.81,4.71
2020-02-22 05:00:00,,0.9,0.09,12.55,97.73,8.79,4.49
2020-02-22 04:00:00,13.17,1.03,0.09,12.54,97.33,8.71,4.38
2020-02-22 03:00:00,,1.53,0.09,13,100.7,8.65,4.3
2020-02-22 02:00:00,,3.11,0.09,12.9,99.85,8.58,4.26
2020-02-22 01:00:00,,3.27,0.09,12.65,98.05,8.51,4.33
2020-02-22 00:00:00,,3.6,0.09,12.18,94.4,8.46,4.34
2020-02-21 23:00:00,,3.49,0.09,12.19,94.49,8.44,4.32
2020-02-21 22:00:00,,3.55,0.089,12.15,94.34,8.45,4.37
2020-02-21 21:00:00,,3.52,0.089,12.31,95.43,8.46,4.34
2020-02-21 20:00:00,,3.5,0.089,12.2,94.73,8.43,4.37
2020-02-21 19:00:00,,3.6,0.089,12.19,94.83,8.43,4.46
2020-02-21 18:00:00,,3.56,0.088,12.36,96,8.48,4.4
2020-02-21 17:00:00,,3.47,0.089,12.22,95,8.45,4.44
2020-02-21 16:00:00,12.94,3.47,0.088,12.33,95.9,8.47,4.46
2020-02-21 15:00:00,,4.32,0.088,12.36,96.12,8.47,4.46
2020-02-21 14:00:00,,3.51,0.087,12.45,96.74,8.48,4.4
2020-02-21 13:00:00,,3.38,0.087,12.46,96.97,8.48,4.49
2020-02-21 12:00:00,,3.42,0.087,12.42,96.59,8.5,4.46
2020-02-21 11:00:00,,3.35,0.087,12.48,96.87,8.52,4.39
2020-02-21 10:00:00,,3.31,0.088,12.73,99.24,8.65,4.54
2020-02-21 09:00:00,,2.94,0.089,12.8,99.89,8.85,4.57
2020-02-21 08:00:00,,1.83,0.089,12.69,98.98,8.93,4.55
2020-02-21 07:00:00,,1.62,0.086,13.49,105.46,9.5,4.65
2020-02-21 06:00:00,,1.06,0.084,13.58,105.93,9.35,4.57
2020-02-21 05:00:00,,0.95,0.083,14.64,114.09,9.3,4.54
2020-02-21 04:00:00,13.41,0.95,0.084,13.6,105.79,9.11,4.46
2020-02-21 03:00:00,,1.1,0.085,13.31,103.29,9.02,4.35
2020-02-21 02:00:00,,1.97,0.087,13.21,102.16,8.66,4.24
2020-02-21 01:00:00,,3.47,0.087,12.65,97.72,8.45,4.21
2020-02-21 00:00:00,,3.73,0.087,12.14,93.8,8.4,4.2
2020-02-20 23:00:00,,3.75,0.087,12.33,95.21,8.42,4.18
2020-02-20 22:00:00,,3.59,0.087,12.39,95.69,8.42,4.18
2020-02-20 21:00:00,,3.54,0.087,12.31,95.02,8.43,4.18
2020-02-20 20:00:00,,3.52,0.087,12.35,95.34,8.43,4.17
2020-02-20 19:00:00,,3.56,0.087,12.34,95.23,8.43,4.17
2020-02-20 18:00:00,,3.57,0.087,12.37,95.53,8.43,4.19
2020-02-20 17:00:00,,3.5,0.086,12.38,95.67,8.44,4.2
2020-02-20 16:00:00,12.94,3.48,0.086,12.39,95.9,8.45,4.26
2020-02-20 15:00:00,,3.5,0.086,12.35,95.61,8.44,4.28
2020-02-20 14:00:00,,3.44,0.085,12.39,95.91,8.43,4.27
2020-02-20 13:00:00,,3.38,0.086,12.18,94.29,8.44,4.29
2020-02-20 12:00:00,,3.37,0.085,12.35,95.79,8.47,4.36
2020-02-20 11:00:00,,3.36,0.086,12.3,95.6,8.49,4.43
2020-02-20 10:00:00,,3.29,0.085,12.58,97.83,8.56,4.45
2020-02-20 09:00:00,,2.83,0.085,12.8,99.23,8.76,4.34
2020-02-20 08:00:00,,1.77,0.085,12.68,98.39,8.83,4.37
2020-02-20 07:00:00,,1.15,0.086,12.72,98.5,8.88,4.28
2020-02-20 06:00:00,,1.02,0.085,12.82,99.14,8.86,4.22
2020-02-20 05:00:00,,0.88,0.085,12.74,98.28,8.72,4.13
2020-02-20 04:00:00,13.41,0.95,0.085,12.75,98.02,8.67,4
2020-02-20 03:00:00,,1.52,0.085,12.63,96.89,8.59,3.93
2020-02-20 02:00:00,,2.8,0.085,12.7,97.25,8.57,3.85
2020-02-20 01:00:00,,3.51,0.085,12.66,96.85,8.51,3.83
2020-02-20 00:00:00,,3.81,0.084,12.51,95.68,8.46,3.82
2020-02-19 23:00:00,,3.82,0.084,12.51,95.81,8.47,3.87
2020-02-19 22:00:00,,3.64,0.084,12.57,96.29,8.48,3.87
2020-02-19 21:00:00,,3.74,0.084,12.53,96.01,8.47,3.89
2020-02-19 20:00:00,,3.7,0.084,12.52,96.06,8.47,3.92
2020-02-19 19:00:00,,3.64,0.084,12.58,96.68,8.47,3.98
2020-02-19 18:00:00,,3.69,0.084,12.51,96.25,8.48,4.04
2020-02-19 17:00:00,,3.79,0.084,12.54,96.61,8.47,4.1
2020-02-19 16:00:00,12.94,3.66,0.084,12.47,96.39,8.45,4.23
2020-02-19 15:00:00,,3.67,0.084,12.49,96.69,8.46,4.26
2020-02-19 14:00:00,,3.57,0.084,12.44,96.29,8.44,4.27
2020-02-19 13:00:00,,3.54,0.084,12.38,96,8.45,4.35
2020-02-19 12:00:00,,3.53,0.083,12.43,96.63,8.46,4.43
2020-02-19 11:00:00,,3.59,0.084,12.52,97.47,8.52,4.49
2020-02-19 10:00:00,,3.42,0.084,12.63,98.23,8.6,4.47
2020-02-19 09:00:00,,3.02,0.083,12.83,99.92,8.78,4.51
2020-02-19 08:00:00,,1.94,0.082,12.73,99.08,8.87,4.48
2020-02-19 07:00:00,,1.16,0.083,12.91,100.08,9.16,4.32
2020-02-19 06:00:00,,0.95,0.083,13.5,104.53,9.11,4.28
2020-02-19 05:00:00,,0.89,0.083,13.5,104.39,9.14,4.23
2020-02-19 04:00:00,13.41,1,0.082,13.37,103.18,8.91,4.17
2020-02-19 03:00:00,,1.4,0.083,13.25,102.36,8.77,4.21
2020-02-19 02:00:00,,2.59,0.083,13.14,101.38,8.57,4.16
2020-02-19 01:00:00,,3.72,0.083,12.66,97.52,8.47,4.08
2020-02-19 00:00:00,,4.1,0.083,12.32,94.73,8.4,4.03
2020-02-18 23:00:00,,4.05,0.083,12.18,93.83,8.39,4.1
2020-02-18 22:00:00,,3.91,0.083,12.26,94.6,8.39,4.15
2020-02-18 21:00:00,,3.91,0.083,12.21,94.36,8.39,4.22
2020-02-18 20:00:00,,4.04,0.083,12.22,94.67,8.4,4.31
2020-02-18 19:00:00,,3.9,0.083,12.24,94.76,8.41,4.27
2020-02-18 18:00:00,,3.88,0.083,12.37,95.81,8.42,4.31
2020-02-18 17:00:00,,3.93,0.083,12.32,95.8,8.42,4.44
2020-02-18 16:00:00,12.94,3.88,0.082,12.36,96.09,8.42,4.42
2020-02-18 15:00:00,,3.77,0.082,12.34,96.01,8.43,4.46
2020-02-18 14:00:00,,4.3,0.082,12.42,96.61,8.43,4.46
2020-02-18 13:00:00,,3.76,0.082,12.28,95.54,8.42,4.46
2020-02-18 12:00:00,,3.79,0.082,12.35,96.3,8.44,4.55
2020-02-18 11:00:00,,3.78,0.082,12.36,96.59,8.47,4.62
2020-02-18 10:00:00,,4.13,0.082,12.56,98.2,8.54,4.67
2020-02-18 09:00:00,,11.63,0.082,12.65,98.76,8.62,4.58
2020-02-18 08:00:00,,11.89,0.081,12.62,98.32,8.61,4.51
2020-02-18 07:00:00,,1.55,0.082,12.61,98.42,8.67,4.59
2020-02-18 06:00:00,,1.09,0.082,12.68,98.62,8.75,4.46
2020-02-18 05:00:00,,11.28,0.081,12.66,98.06,8.68,4.29
2020-02-18 04:00:00,13.17,1.08,0.081,13.08,100.96,8.71,4.17
2020-02-18 03:00:00,,2.45,0.081,12.72,97.98,8.61,4.08
2020-02-18 02:00:00,,5.3,0.081,12.71,97.86,8.53,4.05
2020-02-18 01:00:00,,9.05,0.081,12.51,96.33,8.48,4.06
2020-02-18 00:00:00,,4.13,0.082,12.38,95.37,8.44,4.09
2020-02-17 23:00:00,,4.07,0.082,12.39,95.58,8.44,4.14
2020-02-17 22:00:00,,4.01,0.081,12.3,94.96,8.43,4.18
2020-02-17 21:00:00,,4.24,0.081,12.37,95.66,8.44,4.23
2020-02-17 20:00:00,,4.1,0.081,12.38,95.79,8.44,4.26
2020-02-17 19:00:00,,4.03,0.081,12.41,96.1,8.44,4.29
2020-02-17 18:00:00,,4.36,0.081,12.4,96.21,8.45,4.37
2020-02-17 17:00:00,,4.11,0.081,12.37,96.1,8.44,4.42
2020-02-17 16:00:00,12.94,4.13,0.081,12.27,95.4,8.43,4.45
2020-02-17 15:00:00,,4.06,0.08,12.33,96.12,8.43,4.53
2020-02-17 14:00:00,,4.31,0.081,12.44,97.06,8.46,4.57
2020-02-17 13:00:00,,4.5,0.081,12.53,97.73,8.48,4.57
2020-02-17 12:00:00,,4.1,0.081,12.46,97.16,8.46,4.55
2020-02-17 11:00:00,,4.11,0.081,12.5,97.47,8.46,4.56
2020-02-17 10:00:00,,3.97,0.081,12.52,97.62,8.5,4.55
2020-02-17 09:00:00,,3.69,0.08,12.63,98.46,8.56,4.55
2020-02-17 08:00:00,,2.71,0.08,12.69,99.07,8.7,4.6
2020-02-17 07:00:00,,3.31,0.08,12.62,98.42,8.62,4.57
2020-02-17 06:00:00,,1.51,0.08,12.65,98.78,8.68,4.59
2020-02-17 05:00:00,,4.1,0.08,12.58,97.89,8.61,4.47
2020-02-17 04:00:00,13.64,1.59,0.08,12.63,98.16,8.65,4.42
2020-02-17 03:00:00,,1.94,0.08,12.53,97.01,8.58,4.28
2020-02-17 02:00:00,,3.49,0.08,12.68,98.01,8.53,4.21
2020-02-17 01:00:00,,4.27,0.079,12.56,97.02,8.48,4.19
2020-02-17 00:00:00,,4.59,0.079,12.52,96.8,8.44,4.23
2020-02-16 23:00:00,,4.31,0.079,12.47,96.42,8.44,4.24
2020-02-16 22:00:00,,4.35,0.079,12.49,96.76,8.44,4.29
2020-02-16 21:00:00,,4.35,0.079,12.49,96.81,8.45,4.32
2020-02-16 20:00:00,,4.36,0.079,12.58,97.61,8.47,4.35
2020-02-16 19:00:00,,4.51,0.079,12.56,97.5,8.48,4.37
2020-02-16 18:00:00,,4.32,0.079,12.54,97.45,8.47,4.42
2020-02-16 17:00:00,,4.31,0.079,12.54,97.52,8.48,4.44
2020-02-16 16:00:00,12.94,4.44,0.079,12.58,97.84,8.48,4.46
2020-02-16 15:00:00,,4.77,0.079,12.56,97.81,8.48,4.52
2020-02-16 14:00:00,,4.42,0.079,12.56,98,8.46,4.56
2020-02-16 13:00:00,,4.42,0.079,12.52,97.59,8.47,4.55
2020-02-16 12:00:00,,4.49,0.079,12.54,97.95,8.48,4.62
2020-02-16 11:00:00,,4.46,0.079,12.5,97.62,8.45,4.63
2020-02-16 10:00:00,,4.26,0.079,12.59,98.51,8.5,4.68
2020-02-16 09:00:00,,3.9,0.079,12.59,98.46,8.54,4.67
2020-02-16 08:00:00,,2.16,0.079,12.62,98.53,8.6,4.6
2020-02-16 07:00:00,,1.36,0.079,12.54,97.92,8.63,4.6
2020-02-16 06:00:00,,1.1,0.079,12.61,98.27,8.65,4.54
2020-02-16 05:00:00,,1.09,0.079,12.55,97.62,8.61,4.46
2020-02-16 04:00:00,13.41,1.73,0.079,12.58,97.65,8.56,4.39
2020-02-16 03:00:00,,2.42,0.079,12.54,97.12,8.53,4.29
2020-02-16 02:00:00,,3.93,0.078,12.57,97.12,8.5,4.21
2020-02-16 01:00:00,,4.41,0.078,12.49,96.51,8.44,4.2
2020-02-16 00:00:00,,4.95,0.078,12.39,95.81,8.41,4.24
2020-02-15 23:00:00,,4.6,0.077,12.54,97,8.42,4.24
2020-02-15 22:00:00,,4.64,0.076,12.58,97.25,8.44,4.24
2020-02-15 21:00:00,,4.77,0.076,12.62,97.64,8.45,4.25
2020-02-15 20:00:00,,4.6,0.076,12.68,98.1,8.47,4.24
2020-02-15 19:00:00,,4.64,0.076,12.65,97.87,8.47,4.26
2020-02-15 18:00:00,,4.63,0.076,12.64,97.89,8.46,4.27
2020-02-15 17:00:00,,4.62,0.076,12.62,97.78,8.47,4.29
2020-02-15 16:00:00,12.94,4.58,0.076,12.56,97.3,8.45,4.31
2020-02-15 15:00:00,,4.62,0.076,12.61,97.77,8.49,4.33
2020-02-15 14:00:00,,4.57,0.076,12.71,98.58,8.48,4.34
2020-02-15 13:00:00,,4.56,0.076,12.71,98.56,8.48,4.35
2020-02-15 12:00:00,,4.54,0.076,12.73,98.78,8.49,4.36
2020-02-15 11:00:00,,4.56,0.076,12.73,98.81,8.49,4.38
2020-02-15 10:00:00,,4.58,0.076,12.78,99.23,8.51,4.37
2020-02-15 09:00:00,,4.21,0.077,12.67,98.44,8.5,4.41
2020-02-15 08:00:00,,4.55,0.077,12.7,98.65,8.53,4.4
2020-02-15 07:00:00,,4.37,0.076,12.73,98.69,8.55,4.33
2020-02-15 06:00:00,,3.46,0.076,12.69,98.26,8.54,4.28
2020-02-15 05:00:00,,2.66,0.076,12.67,97.91,8.55,4.22
2020-02-15 04:00:00,13.41,1.63,0.076,12.66,97.67,8.55,4.14
2020-02-15 03:00:00,,2.98,0.076,12.65,97.51,8.5,4.1
2020-02-15 02:00:00,,4.11,0.076,12.59,97,8.47,4.08
2020-02-15 01:00:00,,4.71,0.076,12.62,97.15,8.45,4.07
2020-02-15 00:00:00,,4.93,0.076,12.53,96.46,8.44,4.05
2020-02-14 23:00:00,,4.68,0.076,12.57,96.98,8.44,4.14
2020-02-14 22:00:00,,4.8,0.076,12.56,96.99,8.43,4.16
2020-02-14 21:00:00,,4.67,0.076,12.58,97.19,8.44,4.19
2020-02-14 20:00:00,,4.75,0.076,12.58,97.24,8.45,4.22
2020-02-14 19:00:00,,4.68,0.076,12.59,97.4,8.45,4.24
2020-02-14 18:00:00,,4.73,0.076,12.62,97.69,8.46,4.26
2020-02-14 17:00:00,,4.67,0.076,12.63,97.79,8.46,4.29
2020-02-14 16:00:00,12.94,4.66,0.076,12.67,98.23,8.46,4.32
2020-02-14 15:00:00,,4.66,0.076,12.59,97.73,8.46,4.37
2020-02-14 14:00:00,,4.68,0.076,12.63,98.14,8.45,4.41
2020-02-14 13:00:00,,4.64,0.076,12.59,97.97,8.45,4.46
2020-02-14 12:00:00,,4.67,0.076,12.63,98.29,8.45,4.49
2020-02-14 11:00:00,,4.68,0.076,12.58,98.01,8.44,4.53
2020-02-14 10:00:00,,4.51,0.077,12.58,97.98,8.46,4.52
2020-02-14 09:00:00,,4.13,0.077,12.58,98.06,8.5,4.53
2020-02-14 08:00:00,,3.7,0.076,12.6,97.99,8.5,4.45
2020-02-14 07:00:00,,2.02,0.075,12.72,99.18,8.54,4.54
2020-02-14 06:00:00,,2.26,0.075,12.66,98.42,8.51,4.44
2020-02-14 05:00:00,,1.31,0.075,12.68,98.31,8.55,4.33
2020-02-14 04:00:00,14.34,2.22,0.075,12.63,97.65,8.5,4.24
2020-02-14 03:00:00,,3.27,0.075,12.63,97.53,8.47,4.17
2020-02-14 02:00:00,,3.37,0.075,12.67,97.76,8.46,4.15
2020-02-14 01:00:00,,6.63,0.075,12.61,97.24,8.43,4.14
2020-02-14 00:00:00,,5.21,0.074,12.63,97.45,8.43,4.14
2020-02-13 23:00:00,,4.89,0.074,12.66,97.72,8.42,4.16
2020-02-13 22:00:00,,4.88,0.075,12.65,97.71,8.41,4.18
2020-02-13 21:00:00,,5,0.074,12.67,97.91,8.44,4.21
2020-02-13 20:00:00,,4.93,0.075,12.71,98.39,8.43,4.28
2020-02-13 19:00:00,,5.17,0.075,12.67,98.2,8.42,4.31
2020-02-13 18:00:00,,4.95,0.074,12.69,98.35,8.44,4.31
2020-02-13 17:00:00,,4.84,0.074,12.74,98.75,8.45,4.31
2020-02-13 16:00:00,12.71,4.85,0.074,12.7,98.54,8.43,4.36
2020-02-13 15:00:00,,4.89,0.074,12.73,98.81,8.45,4.39
2020-02-13 14:00:00,,5.5,0.074,12.67,98.37,8.41,4.4
2020-02-13 13:00:00,,5.14,0.074,12.76,99.11,8.43,4.4
2020-02-13 12:00:00,,4.97,0.075,12.68,98.45,8.45,4.39
2020-02-13 11:00:00,,5.1,0.074,12.78,99.17,8.47,4.38
2020-02-13 10:00:00,,5.11,0.074,12.79,99.3,8.46,4.4
2020-02-13 09:00:00,,4.56,0.074,12.81,99.45,8.47,4.38
2020-02-13 08:00:00,,4.27,0.074,12.79,99.25,8.5,4.38
2020-02-13 07:00:00,,3.78,0.074,12.81,99.27,8.51,4.32
2020-02-13 06:00:00,,1.3,0.075,12.79,98.7,8.62,4.17
2020-02-13 05:00:00,,1.09,0.075,12.72,98.06,8.6,4.12
2020-02-13 04:00:00,13.41,0.98,0.075,13.08,100.99,8.67,4.18
2020-02-13 03:00:00,,1.06,0.074,13.08,100.83,8.54,4.11
2020-02-13 02:00:00,,1.89,0.074,12.91,99.45,8.44,4.08
2020-02-13 01:00:00,,4.43,0.074,12.57,96.7,8.35,4.04
2020-02-13 00:00:00,,5.15,0.075,12.42,95.67,8.34,4.09
2020-02-12 23:00:00,,4.68,0.075,12.41,95.71,8.33,4.14
2020-02-12 22:00:00,,4.49,0.075,12.41,95.79,8.33,4.18
2020-02-12 21:00:00,,4.73,0.074,12.53,96.65,8.36,4.15
2020-02-12 20:00:00,,4.7,0.074,12.49,96.34,8.36,4.15
2020-02-12 19:00:00,,4.57,0.074,12.51,96.78,8.35,4.24
2020-02-12 18:00:00,,4.61,0.073,12.61,97.41,8.34,4.2
2020-02-12 17:00:00,,4.59,0.073,12.51,96.78,8.33,4.25
2020-02-12 16:00:00,12.94,4.66,0.073,12.58,97.39,8.35,4.28
2020-02-12 15:00:00,,4.63,0.073,12.6,97.56,8.35,4.27
2020-02-12 14:00:00,,4.62,0.073,12.62,97.78,8.35,4.3
2020-02-12 13:00:00,,4.92,0.072,12.78,99.1,8.4,4.33
2020-02-12 12:00:00,,4.66,0.072,12.74,98.92,8.39,4.38
2020-02-12 11:00:00,,4.7,0.073,12.84,99.69,8.41,4.38
2020-02-12 10:00:00,,4.64,0.073,12.83,99.69,8.43,4.41
2020-02-12 09:00:00,,4.11,0.073,12.81,99.58,8.48,4.44
2020-02-12 08:00:00,,2.45,0.073,12.85,99.93,8.59,4.46
2020-02-12 07:00:00,,1.42,0.072,12.78,99.18,8.56,4.38
2020-02-12 06:00:00,,1.31,0.072,12.85,99.68,8.61,4.35
2020-02-12 05:00:00,,1.05,0.072,12.85,99.48,8.57,4.26
2020-02-12 04:00:00,13.41,1.53,0.072,12.93,99.81,8.53,4.17
2020-02-12 03:00:00,,1.27,0.072,13.18,101.76,8.46,4.18
2020-02-12 02:00:00,,2.82,0.072,13.03,100.47,8.33,4.13
2020-02-12 01:00:00,,4.96,0.072,12.71,97.94,8.3,4.11
2020-02-12 00:00:00,,5.26,0.072,12.41,95.66,8.28,4.1
2020-02-11 23:00:00,,5.15,0.072,12.44,96.01,8.28,4.15
2020-02-11 22:00:00,,5.05,0.072,12.46,96.16,8.29,4.17
2020-02-11 21:00:00,,5.18,0.072,12.49,96.47,8.3,4.2
2020-02-11 20:00:00,,4.97,0.072,12.51,96.71,8.3,4.22
2020-02-11 19:00:00,,5.07,0.072,12.53,97.03,8.3,4.27
2020-02-11 18:00:00,,4.97,0.072,12.59,97.41,8.3,4.27
2020-02-11 17:00:00,,4.92,0.072,12.66,98.11,8.36,4.32
2020-02-11 16:00:00,12.94,4.96,0.072,12.56,97.43,8.32,4.35
2020-02-11 15:00:00,,4.96,0.072,12.7,98.65,8.35,4.41
2020-02-11 14:00:00,,5.1,0.072,12.6,97.74,8.33,4.37
2020-02-11 13:00:00,,5.02,0.071,12.58,97.74,8.34,4.42
2020-02-11 12:00:00,,5.01,0.071,12.7,98.79,8.35,4.47
2020-02-11 11:00:00,,5.11,0.072,12.68,98.82,8.36,4.54
2020-02-11 10:00:00,,5.02,0.072,12.74,99.08,8.38,4.45
2020-02-11 09:00:00,,4.63,0.072,12.77,99.01,8.42,4.34
2020-02-11 08:00:00,,2.72,0.071,12.79,99.17,8.48,4.34
2020-02-11 07:00:00,,1.64,0.071,12.82,99.53,8.55,4.4
2020-02-11 06:00:00,,2.15,0.071,12.81,99.17,8.54,4.28
2020-02-11 05:00:00,,1.14,0.071,12.84,98.93,8.51,4.1
2020-02-11 04:00:00,10.6,1.24,0.071,12.83,98.67,8.45,4.03
2020-02-11 03:00:00,,3.11,0.071,12.75,97.77,8.4,3.93
2020-02-11 02:00:00,,5.23,0.071,12.73,97.64,8.38,3.94
2020-02-11 01:00:00,,5.52,0.071,12.69,97.34,8.36,3.92
2020-02-11 00:00:00,,5.2,0.071,12.69,97.41,8.35,3.96
2020-02-10 23:00:00,,5.07,0.071,12.69,97.54,8.35,3.99
2020-02-10 22:00:00,,4.75,0.071,12.71,97.77,8.37,4.03
2020-02-10 21:00:00,,5.23,0.071,12.72,97.87,8.34,4.05
2020-02-10 20:00:00,,4.7,0.071,12.72,98.04,8.36,4.1
2020-02-10 19:00:00,,4.57,0.071,12.78,98.46,8.36,4.1
2020-02-10 18:00:00,,5.69,0.071,12.7,98.04,8.34,4.17
2020-02-10 17:00:00,,5.06,0.071,12.69,97.82,8.34,4.12
2020-02-10 16:00:00,12.94,12.67,0.071,12.72,98.28,8.35,4.22
2020-02-10 15:00:00,,4.84,0.071,12.69,98.16,8.33,4.25
2020-02-10 14:00:00,,4.55,0.071,12.62,97.59,8.3,4.24
2020-02-10 13:00:00,,4.44,0.071,12.63,97.79,8.33,4.28
2020-02-10 12:00:00,,4.7,0.071,12.73,98.52,8.35,4.27
2020-02-10 11:00:00,,4.51,0.071,12.68,98.1,8.35,4.25
2020-02-10 10:00:00,,4.63,0.071,12.73,98.51,8.41,4.27
2020-02-10 09:00:00,,18.78,0.071,12.89,99.76,8.52,4.26
2020-02-10 08:00:00,,2.35,0.071,12.92,99.86,8.7,4.22
2020-02-10 07:00:00,,1.45,0.07,12.99,100.41,8.71,4.22
2020-02-10 06:00:00,,1.16,0.07,12.86,99.11,8.59,4.11
2020-02-10 05:00:00,,2.12,0.07,12.87,98.87,8.56,3.98
2020-02-10 04:00:00,13.41,1.42,0.07,13.01,99.6,8.49,3.85
2020-02-10 03:00:00,,2.35,0.07,12.84,98.33,8.41,3.88
2020-02-10 02:00:00,,2.67,0.07,12.86,98.58,8.36,3.9
2020-02-10 01:00:00,,5.38,0.07,12.77,97.92,8.34,3.91
2020-02-10 00:00:00,,5.4,0.07,12.66,96.99,8.32,3.89
2020-02-09 23:00:00,,5.45,0.07,12.6,96.39,8.3,3.82
2020-02-09 22:00:00,,5.08,0.07,12.59,96.55,8.32,3.91
2020-02-09 21:00:00,,5.21,0.07,12.68,97.33,8.33,3.95
2020-02-09 20:00:00,,5.26,0.07,12.72,97.65,8.33,3.95
2020-02-09 19:00:00,,5.13,0.07,12.62,96.98,8.32,3.99
2020-02-09 18:00:00,,17.81,0.07,12.65,97.29,8.33,4.03
2020-02-09 17:00:00,,5.11,0.07,12.61,97.08,8.31,4.07
2020-02-09 16:00:00,12.94,5.2,0.07,12.63,97.26,8.33,4.07
2020-02-09 15:00:00,,5.16,0.07,12.7,97.83,8.33,4.07
2020-02-09 14:00:00,,5.17,0.07,12.73,98.12,8.34,4.1
2020-02-09 13:00:00,,5.41,0.07,12.74,98.26,8.35,4.12
2020-02-09 12:00:00,,5.3,0.07,12.76,98.36,8.34,4.13
2020-02-09 11:00:00,,5.17,0.07,12.78,98.52,8.36,4.11
2020-02-09 10:00:00,,5.19,0.07,12.8,98.67,8.38,4.13
2020-02-09 09:00:00,,4.61,0.07,12.79,98.73,8.4,4.17
2020-02-09 08:00:00,,3.53,0.07,12.83,98.89,8.44,4.13
2020-02-09 07:00:00,,2.98,0.07,12.79,98.42,8.44,4.06
2020-02-09 06:00:00,,1.5,0.07,12.72,97.97,8.48,4.08
2020-02-09 05:00:00,,2.25,0.07,13.03,100.2,8.51,4.03
2020-02-09 04:00:00,13.64,2.13,0.07,13.07,100.47,8.52,4.02
2020-02-09 03:00:00,,2.42,0.069,13.1,100.76,8.44,4.03
2020-02-09 02:00:00,,3.39,0.07,12.99,99.93,8.36,4.04
2020-02-09 01:00:00,,5.25,0.07,12.53,96.3,8.3,4.01
2020-02-09 00:00:00,,5.68,0.07,12.4,95.24,8.28,3.99
2020-02-08 23:00:00,,5.51,0.07,12.44,95.82,8.27,4.09
2020-02-08 22:00:00,,5.5,0.07,12.46,96.01,8.28,4.1
2020-02-08 21:00:00,,5.56,0.07,12.56,96.82,8.29,4.12
2020-02-08 20:00:00,,5.58,0.07,12.44,95.93,8.28,4.13
2020-02-08 19:00:00,,5.45,0.07,12.55,96.76,8.29,4.12
2020-02-08 18:00:00,,5.66,0.07,12.47,96.22,8.3,4.15
2020-02-08 17:00:00,,5.49,0.069,12.56,96.98,8.31,4.17
